site_id,activity_name,mining_processing_type,archetypes,flow_type,subflow_type,value,unit,data_source,value_formula,parameter_distribution,concentrate,mass_conc,allocation_factor,facility_type,value_normalized,functional_unit,normalization_key,reference_mass_unit
BC-MAIN-857b7b89,Underground mining and beneficiation at Brucejack,"Underground, concentrator",Au–Ag free-milling,Energy,Acetylene,18475.650648,MJ,MetalliCan,,,Au,0.920409693877551,1.0,mining,20.073289939140896,Doré,concentrate_economic,kg
BC-MAIN-857b7b89,Underground mining and beneficiation at Brucejack,"Underground, concentrator",Au–Ag free-milling,Energy,Aviation fuel,72676110.7896,MJ,MetalliCan,,,Au,0.920409693877551,1.0,mining,78960.60990342921,Doré,concentrate_economic,kg
BC-MAIN-857b7b89,Underground mining and beneficiation at Brucejack,"Underground, concentrator",Au–Ag free-milling,Energy,Diesel,287042447.2315421,MJ,MetalliCan,,,Au,0.920409693877551,1.0,mining,311863.7810324165,Doré,concentrate_economic,kg
BC-MAIN-857b7b89,Underground mining and beneficiation at Brucejack,"Underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Generated on-site,86225117.39559999,MJ,MetalliCan,,,Au,0.920409693877551,1.0,mining,93681.23561622457,Doré,concentrate_economic,kg
BC-MAIN-857b7b89,Underground mining and beneficiation at Brucejack,"Underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Grid electricity,569009584.8,MJ,MetalliCan,,,Au,0.920409693877551,1.0,mining,618213.376700593,Doré,concentrate_economic,kg
BC-MAIN-857b7b89,Underground mining and beneficiation at Brucejack,"Underground, concentrator",Au–Ag free-milling,Energy,Gasoline,13568450.0,MJ,MetalliCan,,,Au,0.920409693877551,1.0,mining,14741.750429461592,Doré,concentrate_economic,kg
BC-MAIN-857b7b89,Underground mining and beneficiation at Brucejack,"Underground, concentrator",Au–Ag free-milling,Energy,Propane,42071041.3,MJ,MetalliCan,,,Au,0.920409693877551,1.0,mining,45709.03759472684,Doré,concentrate_economic,kg
BC-MAIN-857b7b89,Underground mining and beneficiation at Brucejack,"Underground, concentrator",Au–Ag free-milling,Energy,Used oil,2344024.4,MJ,MetalliCan,,,Au,0.920409693877551,1.0,mining,2546.7185054570305,Doré,concentrate_economic,kg
QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Au–Ag free-milling,Energy,Diesel,2557832000.0,MJ,MetalliCan,,,Au,29.039084533163262,1.0,mining,88082.3910643223,Doré,concentrate_economic,kg
QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Grid electricity,2428287789.6,MJ,MetalliCan,,,Au,29.039084533163262,1.0,mining,83621.36164543488,Doré,concentrate_economic,kg
QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Au–Ag free-milling,Energy,Light Fuel & Gasoline,42833000.0,MJ,MetalliCan,,,Au,29.039084533163262,1.0,mining,1475.0120635202459,Doré,concentrate_economic,kg
QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Au–Ag free-milling,Energy,Natural gas,162805000.0,MJ,MetalliCan,,,Au,29.039084533163262,1.0,mining,5606.409520729663,Doré,concentrate_economic,kg
QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Au–Ag free-milling,Energy,Propane,1463609.37,MJ,MetalliCan,,,Au,29.039084533163262,1.0,mining,50.401360563847206,Doré,concentrate_economic,kg
QC-MAIN-b86f7d07,Open-pit and underground mining and beneficiation at Casa Berardi,"Open-pit, underground, concentrator",Au–Ag free-milling,Energy,Diesel|Mobile equipment,378542030.2939668,MJ,MetalliCan,,,Au,3.5165997959183577,1.0,mining,107644.33039361844,Doré,concentrate_economic,kg
QC-MAIN-b86f7d07,Open-pit and underground mining and beneficiation at Casa Berardi,"Open-pit, underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Not specified,495635929.2,MJ,MetalliCan,,,Au,3.5165997959183577,1.0,mining,140941.80684855697,Doré,concentrate_economic,kg
QC-MAIN-b86f7d07,Open-pit and underground mining and beneficiation at Casa Berardi,"Open-pit, underground, concentrator",Au–Ag free-milling,Energy,Gasoline|Mobile equipment,17908178.0536758,MJ,MetalliCan,,,Au,3.5165997959183577,1.0,mining,5092.469741499001,Doré,concentrate_economic,kg
QC-MAIN-b86f7d07,Open-pit and underground mining and beneficiation at Casa Berardi,"Open-pit, underground, concentrator",Au–Ag free-milling,Energy,Propane,42813081.77158993,MJ,MetalliCan,,,Au,3.5165997959183577,1.0,mining,12174.567552805458,Doré,concentrate_economic,kg
ON-MAIN-aeafbb59,Open-pit mining and beneficiation at Detour Lake,"Open-pit, concentrator",Au–Ag free-milling,Energy,Diesel,3947008000.0,MJ,MetalliCan,,,Au,24.0082838377551,1.0,mining,164401.92171474535,Doré,concentrate_economic,kg
ON-MAIN-aeafbb59,Open-pit mining and beneficiation at Detour Lake,"Open-pit, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Grid electricity,2991452173.2,MJ,MetalliCan,,,Au,24.0082838377551,1.0,mining,124600.83333801987,Doré,concentrate_economic,kg
ON-MAIN-aeafbb59,Open-pit mining and beneficiation at Detour Lake,"Open-pit, concentrator",Au–Ag free-milling,Energy,Light Fuel & Gasoline,71904000.0,MJ,MetalliCan,,,Au,24.0082838377551,1.0,mining,2994.9662577266245,Doré,concentrate_economic,kg
ON-MAIN-aeafbb59,Open-pit mining and beneficiation at Detour Lake,"Open-pit, concentrator",Au–Ag free-milling,Energy,Propane,182468000.0,MJ,MetalliCan,,,Au,24.0082838377551,1.0,mining,7600.210045544918,Doré,concentrate_economic,kg
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Au–Ag free-milling,Energy,Aviation fuel,21662098.88,MJ,MetalliCan,,,Au,7.738899920918366,1.0,mining,2799.118621685107,Doré,concentrate_economic,kg
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Au–Ag free-milling,Energy,Diesel,385327797.4,MJ,MetalliCan,,,Au,7.738899920918366,1.0,mining,49791.02990574319,Doré,concentrate_economic,kg
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Generated on-site,3531106.8,MJ,MetalliCan,,,Au,7.738899920918366,1.0,mining,456.280199522333,Doré,concentrate_economic,kg
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Au–Ag free-milling,Energy,Electricity consumption|Grid electricity,892229950.44,MJ,MetalliCan,,,Au,7.738899920918366,1.0,mining,115291.57368068407,Doré,concentrate_economic,kg
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Au–Ag free-milling,Energy,Gasoline,10018117.9,MJ,MetalliCan,,,Au,7.738899920918366,1.0,mining,1294.5144661867084,Doré,concentrate_economic,kg
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Au–Ag free-milling,Energy,Propane,142393174.15,MJ,MetalliCan,,,Au,7.738899920918366,1.0,mining,18399.666051386586,Doré,concentrate_economic,kg
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator",Cu polymetallic,Energy,Diesel,1683653000.0,MJ,MetalliCan,,,Cu,185367.93066666668,0.9761434843455175,mining,8.866080016851152,Cu concentrate,concentrate_economic,kg
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator",Cu polymetallic,Energy,Diesel,1683653000.0,MJ,MetalliCan,,,Mo,1069.0540862745097,0.02385651565448254,mining,37.57162024532285,Mo concentrate,concentrate_economic,kg
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator",Cu polymetallic,Energy,Electricity consumption|Grid electricity,1695665000.0,MJ,MetalliCan,,,Cu,185367.93066666668,0.9761434843455175,mining,8.929334947149982,Cu concentrate,concentrate_economic,kg
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator",Cu polymetallic,Energy,Electricity consumption|Grid electricity,1695665000.0,MJ,MetalliCan,,,Mo,1069.0540862745097,0.02385651565448254,mining,37.83967447169065,Mo concentrate,concentrate_economic,kg
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator",Cu polymetallic,Energy,Gasoline,38791000.0,MJ,MetalliCan,,,Cu,185367.93066666668,0.9761434843455175,mining,0.2042725608742853,Cu concentrate,concentrate_economic,kg
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator",Cu polymetallic,Energy,Gasoline,38791000.0,MJ,MetalliCan,,,Mo,1069.0540862745097,0.02385651565448254,mining,0.8656419826034929,Mo concentrate,concentrate_economic,kg
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator",Cu polymetallic,Energy,Natural gas,186977000.0,MJ,MetalliCan,,,Cu,185367.93066666668,0.9761434843455175,mining,0.9846168083986298,Cu concentrate,concentrate_economic,kg
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator",Cu polymetallic,Energy,Natural gas,186977000.0,MJ,MetalliCan,,,Mo,1069.0540862745097,0.02385651565448254,mining,4.17249209819941,Mo concentrate,concentrate_economic,kg
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator",Cu polymetallic,Energy,Propane,453000.0,MJ,MetalliCan,,,Cu,185367.93066666668,0.9761434843455175,mining,0.002385488130650183,Cu concentrate,concentrate_economic,kg
BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator",Cu polymetallic,Energy,Propane,453000.0,MJ,MetalliCan,,,Mo,1069.0540862745097,0.02385651565448254,mining,0.010108938107277005,Mo concentrate,concentrate_economic,kg
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Au–Ag polymetallic,Energy,Diesel,129455000.0,MJ,MetalliCan,,,Cu,130.12252666666666,0.003859237362487364,mining,3.8394395310245932,Cu concentrate,concentrate_economic,kg
QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Au–Ag polymetallic,Energy,Diesel,129455000.0,MJ,MetalliCan,,,Au,4.474542118316694,0.9961407626375127,mining,28819.79854415847,Doré,concentrate_economic,kg
